LED_0,LED_1,LED_2,LED_3,LED_4,LED_5,LED_6,LED_7,LED_8,LED_9,LED_10,LED_11,t
"0,0,0","0,0,0","0,0,0","0,0,0","0,4,0","0,23,0","0,25,0","0,17,0","0,0,34","0,0,35","0,0,41","0,0,25",19.633333333333333
"0,0,0","0,0,0","0,0,0","0,0,0","0,4,0","0,18,0","0,21,0","0,14,0","0,0,32","0,0,35","0,0,39","0,0,23",19.65
"0,0,0","0,0,0","0,0,0","0,0,0","0,4,0","0,16,0","0,17,0","0,12,0","0,0,31","0,0,33","0,0,36","0,0,23",19.666666666666668
"0,0,0","0,0,0","0,0,0","0,0,0","0,3,0","0,15,0","0,18,0","0,13,0","0,0,27","0,0,29","0,0,31","0,0,20",19.683333333333334
"0,0,0","0,0,0","0,0,0","0,0,0","0,4,0","0,14,0","0,18,0","0,15,0","0,0,24","0,0,25","0,0,28","0,0,18",19.7
"0,0,0","0,0,0","0,0,0","1,0,0","0,8,0","0,14,0","0,20,0","0,16,0","0,0,24","0,0,24","0,0,31","0,0,20",19.716666666666665
"1,0,0","2,0,0","2,0,0","4,0,0","0,18,0","0,29,0","0,24,0","0,15,0","0,0,27","0,0,27","0,0,47","0,0,29",19.733333333333334
"19,0,0","9,0,0","1,0,0","14,0,0","0,29,0","0,54,0","0,38,0","0,32,0","0,0,38","0,0,32","0,0,45","0,0,29",19.75
"48,0,0","15,0,0","11,0,0","12,0,0","0,36,0","0,55,0","0,51,0","0,30,0","0,0,44","0,0,34","0,0,46","0,0,29",19.766666666666666
"45,0,0","27,0,0","16,0,0","14,0,0","0,32,0","0,55,0","0,62,0","0,34,0","0,0,44","0,0,33","0,0,43","0,0,27",19.783333333333335
"36,0,0","21,0,0","13,0,0","11,0,0","0,29,0","0,51,0","0,54,0","0,32,0","0,0,42","0,0,32","0,0,40","0,0,25",19.8
"32,0,0","17,0,0","15,0,0","12,0,0","0,27,0","0,47,0","0,49,0","0,29,0","0,0,38","0,0,31","0,0,37","0,0,24",19.816666666666666
"26,0,0","13,0,0","12,0,0","10,0,0","0,23,0","0,42,0","0,52,0","0,29,0","0,0,36","0,0,29","0,0,39","0,0,22",19.833333333333332
"21,0,0","12,0,0","10,0,0","8,0,0","0,19,0","0,47,0","0,46,0","0,36,0","0,0,35","0,0,28","0,0,38","0,0,24",19.85
"21,0,0","11,0,0","10,0,0","9,0,0","0,22,0","0,41,0","0,45,0","0,36,0","0,0,34","0,0,28","0,0,43","0,0,24",19.866666666666667
"18,0,0","15,0,0","10,0,0","12,0,0","0,24,0","0,39,0","0,45,0","0,35,0","0,0,36","0,0,30","0,0,46","0,0,29",19.883333333333333
"16,0,0","19,0,0","11,0,0","16,0,0","0,24,0","0,41,0","0,49,0","0,33,0","0,0,39","0,0,37","0,0,48","0,0,32",19.9
"19,0,0","20,0,0","9,0,0","13,0,0","0,23,0","0,46,0","0,49,0","0,33,0","0,0,44","0,0,42","0,0,53","0,0,31",19.916666666666668
"16,0,0","17,0,0","7,0,0","10,0,0","0,24,0","0,46,0","0,55,0","0,36,0","0,0,48","0,0,43","0,0,54","0,0,32",19.933333333333334
"13,0,0","14,0,0","8,0,0","10,0,0","0,23,0","0,40,0","0,51,0","0,36,0","0,0,47","0,0,47","0,0,56","0,0,34",19.95
"12,0,0","11,0,0","7,0,0","8,0,0","0,20,0","0,37,0","0,48,0","0,35,0","0,0,44","0,0,47","0,0,55","0,0,33",19.966666666666665
"9,0,0","9,0,0","13,0,0","10,0,0","0,18,0","0,37,0","0,56,0","0,33,0","0,0,46","0,0,45","0,0,53","0,0,32",19.983333333333334
"9,0,0","8,0,0","13,0,0","8,0,0","0,19,0","0,39,0","0,61,0","0,32,0","0,0,41","0,0,47","0,0,53","0,0,32",20.0
"9,0,0","7,0,0","10,0,0","9,0,0","0,18,0","0,33,0","0,53,0","0,28,0","0,0,40","0,0,44","0,0,50","0,0,30",20.016666666666666
"10,0,0","7,0,0","13,0,0","8,0,0","0,18,0","0,34,0","0,49,0","0,30,0","0,0,41","0,0,42","0,0,43","0,0,27",20.033333333333335
"10,0,0","6,0,0","15,0,0","7,0,0","0,17,0","0,34,0","0,41,0","0,32,0","0,0,38","0,0,38","0,0,42","0,0,25",20.05
"26,0,0","4,0,0","12,0,0","7,0,0","0,18,0","0,31,0","0,38,0","0,31,0","0,0,36","0,0,33","0,0,39","0,0,23",20.066666666666666
"38,0,0","8,0,0","10,0,0","7,0,0","0,18,0","0,28,0","0,38,0","0,30,0","0,0,32","0,0,34","0,0,37","0,0,22",20.083333333333332
"32,0,0","9,0,0","10,0,0","5,0,0","0,17,0","0,38,0","0,42,0","0,29,0","0,0,41","0,0,43","0,0,52","0,0,45",20.1
"30,0,0","9,0,0","8,0,0","5,0,0","0,18,0","0,50,0","0,38,0","0,27,0","0,0,41","0,0,52","0,0,71","0,0,53",20.116666666666667
"24,0,0","9,0,0","12,0,0","7,0,0","0,17,0","0,50,0","0,46,0","0,26,0","0,0,47","0,0,54","0,0,65","0,0,55",20.133333333333333
"19,0,0","7,0,0","12,0,0","7,0,0","0,18,0","0,50,0","0,64,0","0,29,0","0,0,53","0,0,54","0,0,67","0,0,55",20.15
"16,0,0","8,0,0","12,0,0","9,0,0","0,20,0","0,50,0","0,55,0","0,40,0","0,0,56","0,0,49","0,0,64","0,0,56",20.166666666666668
"14,0,0","14,0,0","15,0,0","9,0,0","0,22,0","0,46,0","0,53,0","0,36,0","0,0,53","0,0,48","0,0,65","0,0,56",20.183333333333334
"21,0,0","15,0,0","15,0,0","11,0,0","0,21,0","0,49,0","0,47,0","0,37,0","0,0,58","0,0,54","0,0,62","0,0,54",20.2
"20,0,0","14,0,0","13,0,0","9,0,0","0,22,0","0,48,0","0,51,0","0,41,0","0,0,60","0,0,49","0,0,63","0,0,58",20.216666666666665
"18,0,0","11,0,0","11,0,0","8,0,0","0,19,0","0,51,0","0,55,0","0,39,0","0,0,57","0,0,54","0,0,66","0,0,56",20.233333333333334
"18,0,0","9,0,0","9,0,0","7,0,0","0,18,0","0,45,0","0,49,0","0,39,0","0,0,63","0,0,51","0,0,63","0,0,52",20.25
"14,0,0","7,0,0","7,0,0","7,0,0","0,20,0","0,41,0","0,43,0","0,41,0","0,0,57","0,0,48","0,0,60","0,0,47",20.266666666666666
"13,0,0","6,0,0","14,0,0","10,0,0","0,19,0","0,44,0","0,38,0","0,39,0","0,0,54","0,0,47","0,0,57","0,0,46",20.283333333333335
"11,0,0","5,0,0","15,0,0","10,0,0","0,18,0","0,47,0","0,39,0","0,37,0","0,0,56","0,0,46","0,0,53","0,0,45",20.3
"9,0,0","4,0,0","12,0,0","8,0,0","0,16,0","0,46,0","0,35,0","0,35,0","0,0,50","0,0,45","0,0,53","0,0,42",20.316666666666666
"9,0,0","4,0,0","9,0,0","8,0,0","0,13,0","0,43,0","0,33,0","0,32,0","0,0,44","0,0,40","0,0,53","0,0,36",20.333333333333332
"12,0,0","3,0,0","7,0,0","8,0,0","0,12,0","0,41,0","0,35,0","0,29,0","0,0,44","0,0,37","0,0,49","0,0,32",20.35
"11,0,0","6,0,0","6,0,0","6,0,0","0,12,0","0,41,0","0,41,0","0,26,0","0,0,42","0,0,38","0,0,46","0,0,28",20.366666666666667
"11,0,0","8,0,0","6,0,0","6,0,0","0,13,0","0,41,0","0,41,0","0,24,0","0,0,43","0,0,35","0,0,45","0,0,28",20.383333333333333
"12,0,0","8,0,0","5,0,0","5,0,0","0,12,0","0,44,0","0,37,0","0,35,0","0,0,43","0,0,38","0,0,45","0,0,29",20.4
"12,0,0","9,0,0","4,0,0","4,0,0","0,11,0","0,53,0","0,44,0","0,35,0","0,0,42","0,0,37","0,0,43","0,0,27",20.416666666666668
"9,0,0","10,0,0","6,0,0","4,0,0","0,12,0","0,48,0","0,47,0","0,32,0","0,0,40","0,0,36","0,0,41","0,0,23",20.433333333333334
"15,0,0","16,0,0","10,0,0","4,0,0","0,14,0","0,46,0","0,47,0","0,28,0","0,0,36","0,0,40","0,0,39","0,0,27",20.45
"22,0,0","17,0,0","9,0,0","5,0,0","0,16,0","0,48,0","0,47,0","0,30,0","0,0,40","0,0,43","0,0,43","0,0,27",20.466666666666665
"20,0,0","16,0,0","9,0,0","5,0,0","0,19,0","0,52,0","0,53,0","0,30,0","0,0,42","0,0,44","0,0,42","0,0,29",20.483333333333334
"16,0,0","15,0,0","9,0,0","6,0,0","0,17,0","0,51,0","0,52,0","0,26,0","0,0,41","0,0,43","0,0,41","0,0,33",20.5
"13,0,0","12,0,0","7,0,0","6,0,0","0,17,0","0,51,0","0,60,0","0,30,0","0,0,44","0,0,48","0,0,42","0,0,32",20.516666666666666
"17,0,0","10,0,0","6,0,0","5,0,0","0,17,0","0,48,0","0,69,0","0,33,0","0,0,46","0,0,47","0,0,44","0,0,33",20.533333333333335
"14,0,0","8,0,0","7,0,0","5,0,0","0,22,0","0,49,0","0,64,0","0,30,0","0,0,43","0,0,45","0,0,45","0,0,32",20.55
"12,0,0","6,0,0","6,0,0","5,0,0","0,21,0","0,50,0","0,53,0","0,27,0","0,0,41","0,0,42","0,0,44","0,0,30",20.566666666666666
"12,0,0","5,0,0","5,0,0","4,0,0","0,19,0","0,48,0","0,45,0","0,28,0","0,0,39","0,0,39","0,0,44","0,0,29",20.583333333333332
"11,0,0","6,0,0","4,0,0","8,0,0","0,17,0","0,49,0","0,55,0","0,34,0","0,0,39","0,0,39","0,0,42","0,0,30",20.6
"14,0,0","5,0,0","3,0,0","7,0,0","0,18,0","0,44,0","0,52,0","0,35,0","0,0,36","0,0,37","0,0,41","0,0,32",20.616666666666667
"16,0,0","8,0,0","5,0,0","7,0,0","0,20,0","0,41,0","0,46,0","0,29,0","0,0,38","0,0,39","0,0,41","0,0,34",20.633333333333333
"13,0,0","7,0,0","5,0,0","6,0,0","0,17,0","0,34,0","0,42,0","0,30,0","0,0,38","0,0,40","0,0,40","0,0,35",20.65
"11,0,0","6,0,0","4,0,0","6,0,0","0,20,0","0,44,0","0,42,0","0,26,0","0,0,46","0,0,42","0,0,44","0,0,38",20.666666666666668
"9,0,0","10,0,0","8,0,0","5,0,0","0,19,0","0,52,0","0,45,0","0,30,0","0,0,48","0,0,47","0,0,42","0,0,41",20.683333333333334
"10,0,0","12,0,0","7,0,0","4,0,0","0,19,0","0,49,0","0,46,0","0,41,0","0,0,46","0,0,49","0,0,44","0,0,43",20.7
"8,0,0","12,0,0","13,0,0","5,0,0","0,22,0","0,43,0","0,52,0","0,35,0","0,0,55","0,0,46","0,0,49","0,0,44",20.716666666666665
"16,0,0","12,0,0","14,0,0","6,0,0","0,20,0","0,50,0","0,52,0","0,38,0","0,0,59","0,0,45","0,0,48","0,0,41",20.733333333333334
"22,0,0","12,0,0","13,0,0","6,0,0","0,21,0","0,51,0","0,54,0","0,35,0","0,0,60","0,0,45","0,0,47","0,0,41",20.75
"18,0,0","9,0,0","14,0,0","12,0,0","0,22,0","0,56,0","0,55,0","0,31,0","0,0,59","0,0,46","0,0,50","0,0,42",20.766666666666666
"15,0,0","7,0,0","11,0,0","9,0,0","0,20,0","0,56,0","0,55,0","0,36,0","0,0,60","0,0,51","0,0,56","0,0,43",20.783333333333335
"12,0,0","6,0,0","13,0,0","9,0,0","0,19,0","0,66,0","0,52,0","0,38,0","0,0,58","0,0,55","0,0,62","0,0,43",20.8
"9,0,0","5,0,0","11,0,0","7,0,0","0,18,0","0,57,0","0,62,0","0,35,0","0,0,63","0,0,55","0,0,67","0,0,46",20.816666666666666
"20,0,0","25,0,0","0,0,0","1,0,0","0,8,0","0,53,0","0,24,0","0,30,0","0,0,54","0,0,87","0,0,77","0,0,52",20.833333333333332
"30,0,0","62,0,0","153,0,0","165,0,0","0,108,0","0,122,0","0,133,0","0,101,0","0,0,159","0,0,188","0,0,255","0,0,212",20.85
"141,0,0","255,0,0","194,0,0","27,0,0","0,48,0","0,74,0","0,164,0","0,58,0","0,0,86","0,0,95","0,0,63","0,0,117",20.866666666666667
"20,0,0","186,0,0","88,0,0","0,0,0","0,11,0","0,51,0","0,130,0","0,30,0","0,0,62","0,0,52","0,0,43","0,0,64",20.883333333333333
"16,0,0","149,0,0","84,0,0","2,0,0","0,10,0","0,51,0","0,109,0","0,28,0","0,0,59","0,0,50","0,0,46","0,0,60",20.9
"16,0,0","119,0,0","67,0,0","10,0,0","0,11,0","0,50,0","0,96,0","0,24,0","0,0,56","0,0,43","0,0,46","0,0,57",20.916666666666668
"19,0,0","26,0,0","27,0,0","45,0,0","0,24,0","0,50,0","0,112,0","0,24,0","0,0,82","0,0,122","0,0,88","0,0,160",20.933333333333334
"40,0,0","26,0,0","95,0,0","255,0,0","0,142,0","0,143,0","0,190,0","0,77,0","0,0,234","0,0,255","0,0,255","0,0,255",20.95
"82,0,0","223,0,0","140,0,0","216,0,0","0,142,0","0,213,0","0,143,0","0,127,0","0,0,140","0,0,162","0,0,255","0,0,185",20.966666666666665
"0,0,0","234,0,0","0,0,0","87,0,0","0,85,0","0,29,0","0,21,0","0,29,0","0,0,56","0,0,64","0,0,105","0,0,65",20.983333333333334
"0,0,0","190,0,0","16,0,0","96,0,0","0,71,0","0,27,0","0,20,0","0,24,0","0,0,50","0,0,59","0,0,97","0,0,63",21.0
"0,0,0","152,0,0","16,0,0","77,0,0","0,60,0","0,27,0","0,26,0","0,25,0","0,0,51","0,0,60","0,0,88","0,0,62",21.016666666666666
"21,0,0","0,0,0","0,0,0","113,0,0","0,27,0","0,76,0","0,99,0","0,36,0","0,0,69","0,0,100","0,0,133","0,0,114",21.033333333333335
"36,0,0","48,0,0","0,0,0","136,0,0","0,32,0","0,75,0","0,91,0","0,51,0","0,0,81","0,0,111","0,0,150","0,0,131",21.05
"32,0,0","61,0,0","22,0,0","109,0,0","0,28,0","0,73,0","0,81,0","0,54,0","0,0,77","0,0,101","0,0,140","0,0,123",21.066666666666666
"28,0,0","49,0,0","19,0,0","87,0,0","0,26,0","0,66,0","0,70,0","0,44,0","0,0,73","0,0,93","0,0,120","0,0,113",21.083333333333332
"37,0,0","255,0,0","0,0,0","221,0,0","0,52,0","0,59,0","0,41,0","0,24,0","0,0,84","0,0,71","0,0,141","0,0,108",21.1
"72,0,0","255,0,0","61,0,0","204,0,0","0,58,0","0,51,0","0,35,0","0,68,0","0,0,102","0,0,105","0,0,107","0,0,161",21.116666666666667
"115,0,0","200,0,0","255,0,0","81,0,0","0,52,0","0,209,0","0,159,0","0,203,0","0,0,255","0,0,221","0,0,255","0,0,255",21.133333333333333
"255,0,0","0,0,0","206,0,0","161,0,0","0,58,0","0,34,0","0,61,0","0,164,0","0,0,211","0,0,244","0,0,255","0,0,180",21.15
"100,0,0","81,0,0","0,0,0","37,0,0","0,40,0","0,36,0","0,7,0","0,20,0","0,0,45","0,0,25","0,0,41","0,0,45",21.166666666666668
"83,0,0","81,0,0","24,0,0","30,0,0","0,34,0","0,40,0","0,22,0","0,19,0","0,0,46","0,0,29","0,0,40","0,0,46",21.183333333333334
"73,0,0","77,0,0","19,0,0","38,0,0","0,29,0","0,33,0","0,21,0","0,22,0","0,0,41","0,0,28","0,0,36","0,0,42",21.2
"14,0,0","23,0,0","12,0,0","0,0,0","0,2,0","0,40,0","0,91,0","0,60,0","0,0,76","0,0,236","0,0,202","0,0,182",21.216666666666665
"0,0,0","0,0,0","12,0,0","0,0,0","0,255,0","0,255,0","0,255,0","0,255,0","0,0,255","0,0,255","0,0,255","0,0,255",21.233333333333334
"49,0,0","225,0,0","255,0,0","255,0,0","0,15,0","0,8,0","0,1,0","0,30,0","0,0,33","0,0,60","0,0,41","0,0,65",21.25
"22,0,0","255,0,0","255,0,0","0,0,0","0,7,0","0,33,0","0,24,0","0,27,0","0,0,72","0,0,157","0,0,115","0,0,110",21.266666666666666
"96,0,0","255,0,0","0,0,0","0,0,0","0,11,0","0,53,0","0,56,0","0,47,0","0,0,118","0,0,105","0,0,159","0,0,132",21.283333333333335
"93,0,0","245,0,0","0,0,0","9,0,0","0,2,0","0,56,0","0,50,0","0,67,0","0,0,81","0,0,104","0,0,140","0,0,151",21.3
"217,0,0","0,0,0","0,0,0","6,0,0","0,2,0","0,18,0","0,17,0","0,39,0","0,0,69","0,0,111","0,0,137","0,0,165",21.316666666666666
"205,0,0","0,0,0","1,0,0","5,0,0","0,2,0","0,18,0","0,23,0","0,44,0","0,0,76","0,0,115","0,0,140","0,0,150",21.333333333333332
"184,0,0","0,0,0","1,0,0","4,0,0","0,2,0","0,15,0","0,26,0","0,44,0","0,0,73","0,0,118","0,0,148","0,0,141",21.35
"150,0,0","1,0,0","2,0,0","3,0,0","0,2,0","0,14,0","0,22,0","0,38,0","0,0,73","0,0,117","0,0,138","0,0,135",21.366666666666667
"128,0,0","7,0,0","3,0,0","6,0,0","0,4,0","0,14,0","0,24,0","0,34,0","0,0,64","0,0,110","0,0,121","0,0,129",21.383333333333333
"129,0,0","31,0,0","8,0,0","10,0,0","0,7,0","0,22,0","0,25,0","0,33,0","0,0,60","0,0,117","0,0,114","0,0,117",21.4
"103,0,0","61,0,0","8,0,0","12,0,0","0,21,0","0,27,0","0,30,0","0,29,0","0,0,59","0,0,114","0,0,116","0,0,116",21.416666666666668
"106,0,0","52,0,0","13,0,0","29,0,0","0,30,0","0,35,0","0,45,0","0,36,0","0,0,74","0,0,123","0,0,151","0,0,149",21.433333333333334
"95,0,0","42,0,0","11,0,0","26,0,0","0,42,0","0,34,0","0,44,0","0,38,0","0,0,79","0,0,123","0,0,140","0,0,132",21.45
"107,0,0","38,0,0","9,0,0","23,0,0","0,37,0","0,40,0","0,47,0","0,35,0","0,0,74","0,0,121","0,0,138","0,0,119",21.466666666666665
"94,0,0","37,0,0","14,0,0","30,0,0","0,40,0","0,46,0","0,56,0","0,45,0","0,0,78","0,0,126","0,0,132","0,0,112",21.483333333333334
"75,0,0","50,0,0","11,0,0","36,0,0","0,52,0","0,51,0","0,58,0","0,44,0","0,0,73","0,0,122","0,0,125","0,0,104",21.5
"60,0,0","50,0,0","10,0,0","53,0,0","0,56,0","0,47,0","0,51,0","0,36,0","0,0,60","0,0,99","0,0,103","0,0,86",21.516666666666666
"48,0,0","59,0,0","35,0,0","45,0,0","0,45,0","0,39,0","0,42,0","0,30,0","0,0,48","0,0,79","0,0,83","0,0,69",21.533333333333335
"52,0,0","62,0,0","28,0,0","38,0,0","0,36,0","0,32,0","0,34,0","0,24,0","0,0,39","0,0,64","0,0,66","0,0,55",21.55
"65,0,0","49,0,0","28,0,0","30,0,0","0,31,0","0,26,0","0,27,0","0,19,0","0,0,31","0,0,51","0,0,53","0,0,45",21.566666666666666
"0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,1,0","0,28,0","0,50,0","0,0,89","0,0,104","0,0,95","0,0,145",21.583333333333332
"0,0,0","0,0,0","18,0,0","47,0,0","0,246,0","0,255,0","0,255,0","0,255,0","0,0,255","0,0,255","0,0,255","0,0,255",21.6
"107,0,0","97,0,0","68,0,0","255,0,0","0,255,0","0,255,0","0,255,0","0,255,0","0,0,255","0,0,255","0,0,255","0,0,252",21.616666666666667
"109,0,0","63,0,0","20,0,0","255,0,0","0,12,0","0,65,0","0,1,0","0,32,0","0,0,20","0,0,69","0,0,65","0,0,52",21.633333333333333
"176,0,0","125,0,0","4,0,0","71,0,0","0,38,0","0,4,0","0,50,0","0,36,0","0,0,63","0,0,81","0,0,135","0,0,76",21.65
"159,0,0","100,0,0","4,0,0","57,0,0","0,32,0","0,8,0","0,50,0","0,32,0","0,0,67","0,0,76","0,0,122","0,0,86",21.666666666666668
"129,0,0","82,0,0","3,0,0","45,0,0","0,28,0","0,8,0","0,47,0","0,31,0","0,0,65","0,0,78","0,0,112","0,0,90",21.683333333333334
"103,0,0","65,0,0","8,0,0","38,0,0","0,23,0","0,12,0","0,47,0","0,31,0","0,0,66","0,0,75","0,0,114","0,0,90",21.7
"83,0,0","56,0,0","17,0,0","31,0,0","0,24,0","0,23,0","0,53,0","0,38,0","0,0,65","0,0,85","0,0,116","0,0,89",21.716666666666665
"80,0,0","54,0,0","17,0,0","29,0,0","0,24,0","0,26,0","0,46,0","0,34,0","0,0,58","0,0,75","0,0,110","0,0,88",21.733333333333334
"64,0,0","45,0,0","14,0,0","31,0,0","0,19,0","0,27,0","0,41,0","0,30,0","0,0,53","0,0,66","0,0,94","0,0,74",21.75
"61,0,0","40,0,0","18,0,0","24,0,0","0,17,0","0,24,0","0,40,0","0,33,0","0,0,50","0,0,59","0,0,81","0,0,63",21.766666666666666
"5,0,0","21,0,0","37,0,0","23,0,0","0,93,0","0,190,0","0,166,0","0,141,0","0,0,231","0,0,255","0,0,255","0,0,255",21.783333333333335
"50,0,0","72,0,0","18,0,0","165,0,0","0,255,0","0,255,0","0,180,0","0,192,0","0,0,255","0,0,255","0,0,255","0,0,255",21.8
"0,0,0","255,0,0","255,0,0","0,0,0","0,13,0","0,4,0","0,14,0","0,14,0","0,0,49","0,0,46","0,0,83","0,0,64",21.816666666666666
"8,0,0","255,0,0","255,0,0","0,0,0","0,10,0","0,4,0","0,13,0","0,15,0","0,0,42","0,0,38","0,0,71","0,0,52",21.833333333333332
"19,0,0","255,0,0","255,0,0","0,0,0","0,8,0","0,3,0","0,12,0","0,12,0","0,0,35","0,0,34","0,0,59","0,0,44",21.85
"35,0,0","255,0,0","207,0,0","0,0,0","0,7,0","0,4,0","0,10,0","0,10,0","0,0,29","0,0,28","0,0,49","0,0,37",21.866666666666667
"71,0,0","207,0,0","165,0,0","1,0,0","0,6,0","0,3,0","0,9,0","0,8,0","0,0,24","0,0,23","0,0,41","0,0,31",21.883333333333333
"64,0,0","166,0,0","134,0,0","1,0,0","0,5,0","0,3,0","0,7,0","0,7,0","0,0,20","0,0,20","0,0,34","0,0,27",21.9
"85,0,0","134,0,0","108,0,0","1,0,0","0,4,0","0,2,0","0,6,0","0,6,0","0,0,17","0,0,17","0,0,29","0,0,23",21.916666666666668
"69,0,0","109,0,0","87,0,0","1,0,0","0,3,0","0,2,0","0,5,0","0,5,0","0,0,14","0,0,14","0,0,23","0,0,19",21.933333333333334
"55,0,0","90,0,0","69,0,0","1,0,0","0,3,0","0,2,0","0,4,0","0,4,0","0,0,12","0,0,11","0,0,19","0,0,15",21.95
"215,0,0","21,0,0","5,0,0","1,0,0","0,18,0","0,30,0","0,82,0","0,48,0","0,0,88","0,0,134","0,0,238","0,0,235",21.966666666666665
"255,0,0","2,0,0","15,0,0","81,0,0","0,81,0","0,140,0","0,201,0","0,97,0","0,0,163","0,0,177","0,0,255","0,0,235",21.983333333333334
"246,0,0","11,0,0","24,0,0","98,0,0","0,85,0","0,148,0","0,196,0","0,115,0","0,0,169","0,0,163","0,0,255","0,0,198",22.0
"197,0,0","9,0,0","19,0,0","86,0,0","0,80,0","0,144,0","0,170,0","0,97,0","0,0,148","0,0,144","0,0,230","0,0,166",22.016666666666666
"158,0,0","9,0,0","23,0,0","74,0,0","0,78,0","0,129,0","0,153,0","0,85,0","0,0,134","0,0,135","0,0,193","0,0,144",22.033333333333335
"132,0,0","16,0,0","18,0,0","77,0,0","0,69,0","0,109,0","0,138,0","0,76,0","0,0,120","0,0,121","0,0,170","0,0,126",22.05
"110,0,0","19,0,0","22,0,0","63,0,0","0,62,0","0,97,0","0,113,0","0,75,0","0,0,112","0,0,109","0,0,154","0,0,113",22.066666666666666
"131,0,0","31,0,0","0,0,0","88,0,0","0,24,0","0,81,0","0,85,0","0,12,0","0,0,84","0,0,78","0,0,124","0,0,54",22.083333333333332
"39,0,0","26,0,0","0,0,0","30,0,0","0,33,0","0,87,0","0,88,0","0,74,0","0,0,74","0,0,68","0,0,79","0,0,58",22.1
"41,0,0","21,0,0","10,0,0","25,0,0","0,30,0","0,75,0","0,87,0","0,68,0","0,0,75","0,0,74","0,0,69","0,0,59",22.116666666666667
"37,0,0","29,0,0","8,0,0","25,0,0","0,28,0","0,61,0","0,73,0","0,55,0","0,0,65","0,0,63","0,0,65","0,0,51",22.133333333333333
"30,0,0","23,0,0","6,0,0","20,0,0","0,23,0","0,51,0","0,63,0","0,50,0","0,0,60","0,0,57","0,0,60","0,0,49",22.15
"26,0,0","21,0,0","5,0,0","18,0,0","0,56,0","0,104,0","0,88,0","0,65,0","0,0,106","0,0,94","0,0,106","0,0,107",22.166666666666668
"21,0,0","24,0,0","4,0,0","15,0,0","0,79,0","0,94,0","0,75,0","0,71,0","0,0,113","0,0,122","0,0,148","0,0,156",22.183333333333334
"37,0,0","19,0,0","3,0,0","12,0,0","0,63,0","0,75,0","0,60,0","0,57,0","0,0,91","0,0,100","0,0,120","0,0,126",22.2
"61,0,0","15,0,0","2,0,0","9,0,0","0,53,0","0,60,0","0,48,0","0,46,0","0,0,74","0,0,80","0,0,97","0,0,101",22.216666666666665
"71,0,0","13,0,0","2,0,0","7,0,0","0,43,0","0,48,0","0,38,0","0,37,0","0,0,60","0,0,65","0,0,79","0,0,82",22.233333333333334
"150,0,0","5,0,0","0,0,0","1,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,2","0,0,5","0,0,5","0,0,4",22.25
"146,0,0","10,0,0","4,0,0","3,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,2","0,0,5","0,0,5","0,0,5",22.266666666666666
"117,0,0","12,0,0","3,0,0","2,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,2","0,0,4","0,0,5","0,0,5",22.283333333333335
"93,0,0","9,0,0","3,0,0","2,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,2","0,0,4","0,0,5","0,0,4",22.3
"75,0,0","7,0,0","2,0,0","1,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,2","0,0,3","0,0,4","0,0,4",22.316666666666666
"60,0,0","6,0,0","2,0,0","1,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,1","0,0,3","0,0,3","0,0,3",22.333333333333332
"77,0,0","44,0,0","44,0,0","148,0,0","0,255,0","0,255,0","0,255,0","0,255,0","0,0,255","0,0,255","0,0,255","0,0,255",22.35
"143,0,0","189,0,0","217,0,0","255,0,0","0,255,0","0,255,0","0,130,0","0,89,0","0,0,54","0,0,95","0,0,79","0,0,29",22.366666666666667
"0,0,0","85,0,0","20,0,0","255,0,0","0,61,0","0,126,0","0,51,0","0,11,0","0,0,22","0,0,16","0,0,38","0,0,39",22.383333333333333
"3,0,0","99,0,0","20,0,0","255,0,0","0,57,0","0,102,0","0,43,0","0,14,0","0,0,33","0,0,30","0,0,54","0,0,53",22.4
"2,0,0","93,0,0","20,0,0","255,0,0","0,49,0","0,83,0","0,38,0","0,17,0","0,0,40","0,0,37","0,0,62","0,0,58",22.416666666666668
"3,0,0","75,0,0","16,0,0","234,0,0","0,41,0","0,68,0","0,34,0","0,18,0","0,0,43","0,0,48","0,0,58","0,0,70",22.433333333333334
"2,0,0","60,0,0","15,0,0","187,0,0","0,33,0","0,56,0","0,40,0","0,21,0","0,0,48","0,0,49","0,0,70","0,0,68",22.45
"3,0,0","48,0,0","12,0,0","150,0,0","0,27,0","0,53,0","0,35,0","0,24,0","0,0,48","0,0,53","0,0,70","0,0,69",22.466666666666665
"2,0,0","38,0,0","9,0,0","120,0,0","0,22,0","0,45,0","0,33,0","0,22,0","0,0,44","0,0,49","0,0,69","0,0,67",22.483333333333334
"2,0,0","31,0,0","8,0,0","96,0,0","0,18,0","0,41,0","0,32,0","0,19,0","0,0,38","0,0,44","0,0,58","0,0,58",22.5
"3,0,0","33,0,0","14,0,0","82,0,0","0,19,0","0,38,0","0,31,0","0,21,0","0,0,40","0,0,39","0,0,52","0,0,52",22.516666666666666
